1,2,4,7,15
19-08-03,01:12:45,22,75,0
19-08-03,01:13:00,22,75,0
19-08-03,01:13:15,22,75,0
19-08-03,01:13:30,22,75,0
19-08-03,01:13:45,22,75,0
19-08-03,01:14:00,22,75,0
19-08-03,01:14:15,22,75,0
19-08-03,01:14:30,22,75,0
19-08-03,01:14:45,22,75,0
19-08-03,01:15:00,22,75,0
19-08-03,01:15:15,22,75,0
19-08-03,01:15:30,22,75,0
19-08-03,01:15:45,22,75,0
19-08-03,01:16:00,22,75,0
19-08-03,01:16:15,22,76,0
19-08-03,01:16:30,22,76,0
19-08-03,01:16:45,22,76,0
19-08-03,01:17:00,22,76,0
19-08-03,01:17:15,22,76,0
19-08-03,01:17:30,22,76,0
19-08-03,01:17:45,22,76,0
19-08-03,01:18:00,22,76,0
19-08-03,01:18:15,22,76,0
19-08-03,01:18:30,22,76,0
19-08-03,01:18:45,22,76,0
19-08-03,01:19:00,22,76,0
19-08-03,01:19:15,22,76,0
19-08-03,01:19:30,22,76,0
19-08-03,01:19:45,22,76,0
19-08-03,01:20:00,22,76,0
19-08-03,01:20:15,22,76,0
19-08-03,01:20:30,22,76,0
19-08-03,01:20:45,22,76,0
19-08-03,01:21:00,22,76,0
19-08-03,01:21:15,22,75,0
19-08-03,01:21:30,22,75,0
19-08-03,01:21:45,22,75,0
19-08-03,01:22:00,22,75,0
19-08-03,01:22:15,22,75,0
19-08-03,01:22:30,22,75,0
19-08-03,01:22:45,22,75,0
19-08-03,01:23:00,22,76,0
19-08-03,01:23:15,22,76,0
19-08-03,01:23:30,22,76,0
19-08-03,01:23:45,22,76,0
19-08-03,01:24:00,22,76,0
19-08-03,01:24:15,22,76,0
19-08-03,01:24:30,22,76,0
19-08-03,01:24:45,22,76,0
19-08-03,01:25:00,22,76,0
19-08-03,01:25:15,22,76,0
19-08-03,01:25:30,22,76,0
19-08-03,01:25:45,22,76,0
19-08-03,01:26:00,22,76,0
19-08-03,01:26:15,22,76,0
19-08-03,01:26:30,22,76,0
19-08-03,01:26:45,22,76,0
19-08-03,01:27:00,22,76,0
19-08-03,01:27:15,22,76,0
19-08-03,01:27:30,22,76,0
19-08-03,01:27:45,22,76,0
19-08-03,01:28:00,22,76,0
19-08-03,01:28:15,22,76,0
19-08-03,01:28:30,22,76,0
19-08-03,01:28:45,22,76,0
19-08-03,01:29:00,22,76,0
19-08-03,01:29:15,22,76,0
19-08-03,01:29:30,22,76,0
19-08-03,01:29:45,22,76,0
19-08-03,01:30:00,22,76,0
19-08-03,01:30:15,22,76,0
19-08-03,01:30:30,22,76,0
19-08-03,01:30:45,22,76,0
19-08-03,01:31:00,22,76,0
19-08-03,01:31:15,22,77,0
19-08-03,01:31:30,22,77,0
19-08-03,01:31:45,22,77,0
19-08-03,01:32:00,22,77,0
19-08-03,01:32:15,22,77,0
19-08-03,01:32:30,22,77,0
19-08-03,01:32:45,22,77,0
19-08-03,01:33:00,22,77,0
19-08-03,01:33:15,22,77,0
19-08-03,01:33:30,22,77,0
19-08-03,01:33:45,22,77,0
19-08-03,01:34:00,22,77,0
19-08-03,01:34:15,22,77,0
19-08-03,01:34:30,22,77,0
19-08-03,01:34:45,22,77,0
19-08-03,01:35:00,22,77,0
19-08-03,01:35:15,22,77,0
19-08-03,01:35:30,22,77,0
19-08-03,01:35:45,22,77,0
19-08-03,01:36:00,22,77,0
19-08-03,01:36:15,22,77,0
19-08-03,01:36:30,22,77,0
19-08-03,01:36:45,22,77,0
19-08-03,01:37:00,22,77,0
19-08-03,01:37:15,22,77,0
19-08-03,01:37:30,22,77,0
19-08-03,01:37:45,22,77,0
19-08-03,01:38:00,22,77,0
19-08-03,01:38:15,22,77,0
19-08-03,01:38:30,22,77,0
19-08-03,01:38:45,22,77,0
19-08-03,01:39:00,22,77,0
19-08-03,01:39:15,22,77,0
19-08-03,01:39:30,22,77,0
19-08-03,01:39:45,22,77,0
19-08-03,01:40:00,22,77,0
19-08-03,01:40:15,22,77,0
19-08-03,01:40:30,22,77,0
19-08-03,01:40:45,22,77,0
19-08-03,01:41:00,22,77,0
19-08-03,01:41:15,22,76,0
19-08-03,01:41:30,22,76,0
19-08-03,01:41:45,22,76,0
19-08-03,01:42:00,22,76,0
19-08-03,01:42:15,22,77,0
19-08-03,01:42:30,22,77,0
19-08-03,01:42:45,22,76,0
19-08-03,01:43:00,22,77,0
19-08-03,01:43:15,22,76,0
19-08-03,01:43:30,22,77,0
19-08-03,01:43:45,22,77,0
19-08-03,01:44:00,22,77,0
19-08-03,01:44:15,22,77,0
19-08-03,01:44:30,22,77,0
19-08-03,01:44:45,22,77,0
19-08-03,01:45:00,22,77,0
19-08-03,01:45:15,22,77,0
19-08-03,01:45:30,22,77,0
19-08-03,01:45:45,22,76,0
19-08-03,01:46:00,22,77,0
19-08-03,01:46:15,22,77,0
19-08-03,01:46:30,22,77,0
19-08-03,01:46:45,22,77,0
19-08-03,01:47:00,22,77,0
19-08-03,01:47:15,22,77,0
19-08-03,01:47:30,22,77,0
19-08-03,01:47:45,22,77,0
19-08-03,01:48:00,22,76,0
19-08-03,01:48:15,22,77,0
19-08-03,01:48:30,22,77,0
19-08-03,01:48:45,22,77,0
19-08-03,01:49:00,22,77,0
19-08-03,01:49:15,22,77,0
19-08-03,01:49:30,22,77,0
19-08-03,01:49:45,22,77,0
19-08-03,01:50:00,22,77,0
19-08-03,01:50:15,22,77,0
19-08-03,01:50:30,22,77,0
19-08-03,01:50:45,22,77,0
19-08-03,01:51:00,22,77,0
19-08-03,01:51:15,22,77,0
19-08-03,01:51:30,22,77,0
19-08-03,01:51:45,22,77,0
19-08-03,01:52:00,22,77,0
19-08-03,01:52:15,22,77,0
19-08-03,01:52:30,22,77,0
19-08-03,01:52:45,22,77,0
19-08-03,01:53:00,22,77,0
19-08-03,01:53:15,22,77,0
19-08-03,01:53:30,22,77,0
19-08-03,01:53:45,22,77,0
19-08-03,01:54:00,22,77,0
19-08-03,01:54:15,22,77,0
19-08-03,01:54:30,22,77,0
19-08-03,01:54:45,22,77,0
19-08-03,01:55:00,22,77,0
19-08-03,01:55:15,22,77,0
19-08-03,01:55:30,22,77,0
19-08-03,01:55:45,22,77,0
19-08-03,01:56:00,22,77,0
19-08-03,01:56:15,22,77,0
19-08-03,01:56:30,22,77,0
19-08-03,01:56:45,22,77,0
19-08-03,01:57:00,22,77,0
19-08-03,01:57:15,22,77,0
19-08-03,01:57:30,22,77,0
19-08-03,01:57:45,22,77,0
19-08-03,01:58:00,22,77,0
19-08-03,01:58:15,22,77,0
19-08-03,01:58:30,22,77,0
19-08-03,01:58:45,22,77,0
19-08-03,01:59:00,22,77,0
19-08-03,01:59:15,22,77,0
19-08-03,01:59:30,22,77,0
19-08-03,01:59:45,22,77,0
19-08-03,02:00:00,22,77,0
19-08-03,02:00:15,22,77,0
19-08-03,02:00:30,22,77,0
19-08-03,02:00:45,22,77,0
19-08-03,02:01:00,22,77,0
19-08-03,02:01:15,22,77,0
19-08-03,02:01:30,22,77,0
19-08-03,02:01:45,22,78,0
19-08-03,02:02:00,22,78,0
19-08-03,02:02:15,22,78,0
19-08-03,02:02:30,22,78,0
19-08-03,02:02:45,22,78,0
19-08-03,02:03:00,22,78,0
19-08-03,02:03:15,22,78,0
19-08-03,02:03:30,22,78,0
19-08-03,02:03:45,22,78,0
19-08-03,02:04:00,22,77,0
19-08-03,02:04:15,22,78,1
19-08-03,02:04:30,22,78,0
19-08-03,02:04:45,22,78,0
19-08-03,02:05:00,22,77,0
19-08-03,02:05:15,22,77,0
19-08-03,02:05:30,22,77,0
19-08-03,02:05:45,22,78,1
19-08-03,02:06:00,22,78,0
19-08-03,02:06:15,22,78,0
19-08-03,02:06:30,22,78,0
19-08-03,02:06:45,22,78,0
19-08-03,02:07:00,22,78,0
19-08-03,02:07:15,22,78,0
19-08-03,02:07:30,22,78,0
19-08-03,02:07:45,22,78,0
19-08-03,02:08:00,22,78,0
19-08-03,02:08:15,22,78,0
19-08-03,02:08:30,22,78,0
19-08-03,02:08:45,22,78,0
19-08-03,02:09:00,22,78,0
19-08-03,02:09:15,22,78,0
19-08-03,02:09:30,22,78,0
19-08-03,02:09:45,22,78,0
19-08-03,02:10:00,22,78,0
19-08-03,02:10:15,22,78,0
19-08-03,02:10:30,22,77,0
19-08-03,02:10:45,22,78,0
19-08-03,02:11:00,22,78,0
19-08-03,02:11:15,22,78,0
19-08-03,02:11:30,22,78,0
19-08-03,02:11:45,22,78,0
19-08-03,02:12:00,22,79,0
19-08-03,02:12:15,22,78,0
19-08-03,02:12:30,22,78,0
19-08-03,02:12:45,22,78,0
19-08-03,02:13:00,22,78,0
19-08-03,02:13:15,22,78,0
19-08-03,02:13:30,22,78,0
19-08-03,02:13:45,22,78,0
19-08-03,02:14:00,22,78,0
19-08-03,02:14:15,22,78,0
19-08-03,02:14:30,22,78,0
19-08-03,02:14:45,22,78,0
19-08-03,02:15:00,22,78,0
19-08-03,02:15:15,22,78,0
19-08-03,02:15:30,22,78,0
19-08-03,02:15:45,22,78,0
19-08-03,02:16:00,22,78,0
19-08-03,02:16:15,22,78,0
19-08-03,02:16:30,22,78,0
19-08-03,02:16:45,22,78,0
19-08-03,02:17:00,22,78,0
19-08-03,02:17:15,22,78,0
19-08-03,02:17:30,22,78,0
19-08-03,02:17:45,22,78,0
19-08-03,02:18:00,22,78,0
19-08-03,02:18:15,22,78,0
19-08-03,02:18:45,22,78,0
19-08-03,02:19:00,22,78,0
19-08-03,02:19:15,22,78,0
19-08-03,02:19:30,22,78,0
19-08-03,02:19:45,22,78,0
19-08-03,02:20:00,22,78,0
19-08-03,02:20:15,22,78,0
19-08-03,02:20:30,22,78,0
19-08-03,02:20:45,22,78,0
19-08-03,02:21:00,22,78,0
19-08-03,02:21:15,22,78,0
19-08-03,02:21:30,22,77,0
19-08-03,02:21:45,22,77,0
19-08-03,02:22:00,22,77,0
19-08-03,02:22:15,22,77,0
19-08-03,02:22:30,22,77,0
19-08-03,02:22:45,22,77,0
19-08-03,02:23:00,22,78,0
19-08-03,02:23:15,22,77,0
19-08-03,02:23:30,22,77,0
19-08-03,02:23:45,22,77,0
19-08-03,02:24:00,22,77,0
19-08-03,02:24:15,22,77,0
19-08-03,02:24:30,22,77,0
19-08-03,02:24:45,22,77,0
19-08-03,02:25:00,22,77,0
19-08-03,02:25:15,22,77,0
19-08-03,02:25:30,22,77,0
19-08-03,02:25:45,22,77,0
19-08-03,02:26:00,22,77,0
19-08-03,02:26:15,22,77,0
19-08-03,02:26:30,22,77,0
19-08-03,02:26:45,22,77,0
19-08-03,02:27:00,22,77,0
19-08-03,02:27:15,22,77,0
19-08-03,02:27:30,22,77,0
19-08-03,02:27:45,22,76,0
19-08-03,02:28:00,22,76,0
19-08-03,02:28:15,22,76,0
19-08-03,02:28:30,22,76,0
19-08-03,02:28:45,22,76,0
19-08-03,02:29:00,22,76,0
19-08-03,02:29:15,22,76,0
19-08-03,02:29:30,22,76,0
19-08-03,02:29:45,22,76,0
19-08-03,02:30:00,22,76,0
19-08-03,02:30:15,22,76,0
19-08-03,02:30:30,22,76,0
19-08-03,02:30:45,22,76,0
19-08-03,02:31:00,22,76,0
19-08-03,02:31:15,22,76,0
19-08-03,02:31:30,22,76,0
19-08-03,02:31:45,22,76,0
19-08-03,02:32:00,22,76,0
19-08-03,02:32:15,22,76,0
19-08-03,02:32:30,22,76,0
19-08-03,02:32:45,22,76,0
19-08-03,02:33:00,22,76,0
19-08-03,02:33:15,22,76,0
19-08-03,02:33:30,22,76,0
19-08-03,02:33:45,22,76,0
19-08-03,02:34:00,22,76,0
19-08-03,02:34:15,22,76,0
19-08-03,02:34:30,22,76,0
19-08-03,02:34:45,22,76,0
19-08-03,02:35:00,22,76,0
19-08-03,02:35:15,22,76,0
19-08-03,02:35:30,22,76,0
19-08-03,02:35:45,22,76,0
19-08-03,02:36:00,22,76,0
19-08-03,02:36:15,22,76,0
19-08-03,02:36:30,22,76,0
19-08-03,02:36:45,22,76,0
19-08-03,02:37:00,22,76,0
19-08-03,02:37:15,22,76,0
19-08-03,02:37:30,22,76,0
19-08-03,02:37:45,22,76,0
19-08-03,02:38:00,22,76,0
19-08-03,02:38:15,22,76,0
19-08-03,02:38:30,22,76,0
19-08-03,02:38:45,22,76,0
19-08-03,02:39:00,22,76,0
19-08-03,02:39:15,22,76,0
19-08-03,02:39:30,22,76,0
19-08-03,02:39:45,22,76,0
19-08-03,02:40:00,22,76,0
19-08-03,02:40:15,22,76,0
19-08-03,02:40:30,22,76,0
19-08-03,02:40:45,22,76,0
19-08-03,02:41:00,22,76,0
19-08-03,02:41:15,22,76,0
19-08-03,02:41:30,22,76,0
19-08-03,02:41:45,22,76,0
19-08-03,02:42:00,22,76,0
19-08-03,02:42:15,22,76,0
19-08-03,02:42:30,22,76,0
19-08-03,02:42:45,22,76,0
19-08-03,02:43:00,22,76,0
19-08-03,02:43:15,22,76,0
19-08-03,02:43:30,22,76,0
19-08-03,02:43:45,22,76,0
19-08-03,02:44:00,22,76,0
19-08-03,02:44:15,22,76,0
19-08-03,02:44:30,22,76,0
19-08-03,02:44:45,22,76,0
19-08-03,02:45:00,22,76,0
19-08-03,02:45:15,22,76,0
19-08-03,02:45:30,22,76,0
19-08-03,02:45:45,22,76,0
19-08-03,02:46:00,22,76,0
19-08-03,02:46:15,22,76,0
19-08-03,02:46:30,22,76,0
19-08-03,02:46:45,22,76,0
19-08-03,02:47:00,22,76,0
19-08-03,02:47:15,22,76,0
19-08-03,02:47:30,22,76,0
19-08-03,02:47:45,22,76,0
19-08-03,02:48:00,22,76,0
19-08-03,02:48:15,22,76,0
19-08-03,02:48:30,22,76,0
19-08-03,02:48:45,22,76,0
19-08-03,02:49:00,22,76,0
19-08-03,02:49:15,22,76,0
19-08-03,02:49:30,22,76,0
19-08-03,02:49:45,22,76,0
19-08-03,02:50:00,22,76,0
19-08-03,02:50:15,22,76,0
19-08-03,02:50:30,22,76,0
19-08-03,02:50:45,22,76,0
19-08-03,02:51:00,22,76,0
19-08-03,02:51:15,22,76,0
19-08-03,02:51:30,22,76,0
19-08-03,02:51:45,22,76,0
19-08-03,02:52:00,22,76,0
19-08-03,02:52:15,22,76,0
19-08-03,02:52:30,22,76,0
19-08-03,02:52:45,22,76,0
19-08-03,02:53:00,22,76,0
19-08-03,02:53:15,22,76,0
19-08-03,02:53:30,22,75,0
19-08-03,02:53:45,22,75,0
19-08-03,02:54:00,22,75,0
19-08-03,02:54:15,22,75,0
19-08-03,02:54:30,22,75,0
19-08-03,02:54:45,22,75,0
19-08-03,02:55:00,22,75,0
19-08-03,02:55:15,22,75,0
19-08-03,02:55:30,22,75,0
19-08-03,02:55:45,22,75,0
19-08-03,02:56:00,22,75,0
19-08-03,02:56:15,22,75,0
19-08-03,02:56:30,22,75,0
19-08-03,02:56:45,22,75,0
19-08-03,02:57:00,22,75,0
19-08-03,02:57:15,22,75,0
19-08-03,02:57:30,22,75,0
19-08-03,02:57:45,22,75,0
19-08-03,02:58:00,22,75,0
19-08-03,02:58:15,22,75,0
19-08-03,02:58:30,22,75,0
19-08-03,02:58:45,22,75,0
19-08-03,02:59:00,22,75,0
19-08-03,02:59:15,22,75,0
19-08-03,02:59:30,22,75,0
19-08-03,02:59:45,22,75,1
19-08-03,03:00:00,21,75,1
19-08-03,03:00:15,21,76,0
19-08-03,03:00:30,21,76,0
19-08-03,03:00:45,21,76,0
19-08-03,03:01:00,21,76,0
19-08-03,03:01:15,21,76,0
19-08-03,03:01:30,21,76,0
19-08-03,03:01:45,21,76,0
19-08-03,03:02:00,21,76,0
19-08-03,03:02:15,21,76,0
19-08-03,03:02:30,21,76,0
19-08-03,03:02:45,21,77,0
19-08-03,03:03:00,21,77,0
19-08-03,03:03:15,21,77,0
19-08-03,03:03:30,21,77,0
19-08-03,03:03:45,21,77,0
19-08-03,03:04:00,21,77,0
19-08-03,03:04:15,21,76,0
19-08-03,03:04:30,21,77,0
19-08-03,03:04:45,21,77,0
19-08-03,03:05:00,21,77,0
19-08-03,03:05:15,21,77,0
19-08-03,03:05:30,21,77,0
19-08-03,03:05:45,21,77,0
19-08-03,03:06:00,21,77,0
19-08-03,03:06:15,21,77,0
19-08-03,03:06:30,21,77,0
19-08-03,03:06:45,21,77,0
19-08-03,03:07:00,21,77,0
19-08-03,03:07:15,21,77,0
19-08-03,03:07:30,21,77,0
19-08-03,03:07:45,21,77,0
19-08-03,03:08:00,21,77,0
19-08-03,03:08:15,21,77,0
19-08-03,03:08:30,21,77,0
19-08-03,03:08:45,21,77,0
19-08-03,03:09:00,21,77,0
19-08-03,03:09:15,21,77,0
19-08-03,03:09:30,21,77,0
19-08-03,03:09:45,21,77,0
19-08-03,03:10:00,21,77,0
19-08-03,03:10:15,21,77,0
19-08-03,03:10:30,21,77,0
19-08-03,03:10:45,21,77,0
19-08-03,03:11:00,21,77,0
19-08-03,03:11:15,21,77,0
19-08-03,03:11:30,21,77,0
19-08-03,03:11:45,21,77,0
19-08-03,03:12:00,21,77,0
19-08-03,03:12:15,21,77,0
19-08-03,03:12:30,21,77,0
19-08-03,03:12:45,21,77,0
19-08-03,03:13:00,21,77,0
19-08-03,03:13:15,21,77,0
19-08-03,03:13:30,21,77,0
19-08-03,03:13:45,21,77,0
19-08-03,03:14:00,21,77,0
19-08-03,03:14:15,21,76,0
