1,2,4,7,15
19-12-31,01:04:45,6,89,0
19-12-31,01:05:00,6,89,0
19-12-31,01:05:15,6,89,0
19-12-31,01:05:30,5,89,0
19-12-31,01:05:45,5,89,0
19-12-31,01:06:00,5,90,0
19-12-31,01:06:15,5,90,0
19-12-31,01:06:30,5,90,0
19-12-31,01:06:45,6,90,0
19-12-31,01:07:00,5,90,0
19-12-31,01:07:15,5,90,0
19-12-31,01:07:30,5,90,0
19-12-31,01:07:45,5,90,0
19-12-31,01:08:00,5,90,0
19-12-31,01:08:15,5,90,0
19-12-31,01:08:30,5,90,0
19-12-31,01:08:45,5,90,0
19-12-31,01:09:00,5,90,0
19-12-31,01:09:15,5,90,0
19-12-31,01:09:30,5,90,0
19-12-31,01:09:45,5,90,0
19-12-31,01:10:00,5,90,0
19-12-31,01:10:15,5,90,0
19-12-31,01:10:30,5,90,0
19-12-31,01:10:45,5,90,0
19-12-31,01:11:00,5,90,0
19-12-31,01:11:15,5,90,0
19-12-31,01:11:30,5,90,0
19-12-31,01:11:45,5,90,0
19-12-31,01:12:00,5,90,0
19-12-31,01:12:15,5,90,0
19-12-31,01:12:30,5,90,0
19-12-31,01:12:45,5,91,0
19-12-31,01:13:00,5,91,0
19-12-31,01:13:15,6,91,0
19-12-31,01:13:30,6,91,0
19-12-31,01:13:45,6,91,0
19-12-31,01:14:00,6,91,0
19-12-31,01:14:15,6,91,0
19-12-31,01:14:30,6,90,0
19-12-31,01:14:45,6,90,0
19-12-31,01:15:00,6,90,0
19-12-31,01:15:15,6,90,0
19-12-31,01:15:30,6,89,0
19-12-31,01:15:45,6,89,0
19-12-31,01:16:00,6,88,0
19-12-31,01:16:15,6,88,0
19-12-31,01:16:30,6,88,0
19-12-31,01:16:45,6,88,0
19-12-31,01:17:00,6,88,0
19-12-31,01:17:15,6,89,0
19-12-31,01:17:30,6,89,0
19-12-31,01:17:45,6,89,0
19-12-31,01:18:00,6,90,0
19-12-31,01:18:15,6,90,0
19-12-31,01:18:30,6,90,0
19-12-31,01:18:45,6,89,0
19-12-31,01:19:00,6,89,0
19-12-31,01:19:15,6,89,0
19-12-31,01:19:30,6,89,0
19-12-31,01:19:45,6,89,0
19-12-31,01:20:00,6,89,0
19-12-31,01:20:15,6,89,0
19-12-31,01:20:30,6,90,0
19-12-31,01:20:45,6,90,0
19-12-31,01:21:00,6,89,0
19-12-31,01:21:15,6,89,0
19-12-31,01:21:30,6,89,0
19-12-31,01:21:45,6,89,0
19-12-31,01:22:00,6,89,0
19-12-31,01:22:15,6,89,0
19-12-31,01:22:30,6,89,0
19-12-31,01:22:45,6,89,0
19-12-31,01:23:00,6,90,0
19-12-31,01:23:15,6,90,0
19-12-31,01:23:30,6,90,0
19-12-31,01:23:45,6,89,0
19-12-31,01:24:00,6,89,0
19-12-31,01:24:15,6,89,0
19-12-31,01:24:30,6,88,0
19-12-31,01:24:45,6,88,0
19-12-31,01:25:00,6,88,0
19-12-31,01:25:15,6,88,0
19-12-31,01:25:30,6,89,0
19-12-31,01:25:45,6,89,0
19-12-31,01:26:00,6,89,0
19-12-31,01:26:15,6,90,0
19-12-31,01:26:30,6,90,0
19-12-31,01:26:45,6,89,0
19-12-31,01:27:00,6,90,0
19-12-31,01:27:15,6,90,0
19-12-31,01:27:30,6,90,0
19-12-31,01:27:45,6,90,0
19-12-31,01:28:00,6,90,0
19-12-31,01:28:15,6,90,0
19-12-31,01:28:30,6,90,0
19-12-31,01:28:45,6,90,0
19-12-31,01:29:00,6,90,0
19-12-31,01:29:15,6,90,0
19-12-31,01:29:30,6,90,0
19-12-31,01:29:45,6,90,0
19-12-31,01:30:00,6,90,0
19-12-31,01:30:15,6,90,0
19-12-31,01:30:30,6,90,0
19-12-31,01:30:45,5,90,0
19-12-31,01:31:00,5,90,0
19-12-31,01:31:15,5,90,0
19-12-31,01:31:30,5,90,0
19-12-31,01:31:45,5,90,0
19-12-31,01:32:00,5,90,0
19-12-31,01:32:15,5,90,0
19-12-31,01:32:30,5,90,0
19-12-31,01:32:45,5,90,0
19-12-31,01:33:00,5,90,0
19-12-31,01:33:15,5,90,0
19-12-31,01:33:30,5,90,0
19-12-31,01:33:45,5,90,0
19-12-31,01:34:00,5,90,0
19-12-31,01:34:15,5,90,0
19-12-31,01:34:30,5,90,0
19-12-31,01:34:45,5,90,0
19-12-31,01:35:00,5,90,0
19-12-31,01:35:15,5,90,0
19-12-31,01:35:30,5,90,0
19-12-31,01:35:45,5,90,0
19-12-31,01:36:00,5,90,0
19-12-31,01:36:15,5,90,0
19-12-31,01:36:30,5,90,0
19-12-31,01:36:45,5,90,0
19-12-31,01:37:00,5,90,0
19-12-31,01:37:15,5,90,0
19-12-31,01:37:30,5,91,0
19-12-31,01:37:45,5,91,0
19-12-31,01:38:00,5,91,0
19-12-31,01:38:15,5,91,0
19-12-31,01:38:30,5,90,0
19-12-31,01:38:45,5,90,0
19-12-31,01:39:00,5,90,0
19-12-31,01:39:15,5,90,0
19-12-31,01:39:30,5,90,0
19-12-31,01:39:45,5,90,0
19-12-31,01:40:00,5,90,0
19-12-31,01:40:15,5,90,0
19-12-31,01:40:30,5,90,0
19-12-31,01:40:45,5,90,0
19-12-31,01:41:00,5,90,0
19-12-31,01:41:15,5,90,0
19-12-31,01:41:30,5,90,0
19-12-31,01:41:45,5,90,0
19-12-31,01:42:00,5,90,0
19-12-31,01:42:15,5,90,0
19-12-31,01:42:30,5,90,0
19-12-31,01:42:45,5,90,0
19-12-31,01:43:00,5,90,0
19-12-31,01:43:15,5,91,0
19-12-31,01:43:30,5,91,0
19-12-31,01:43:45,5,91,0
19-12-31,01:44:00,5,91,0
19-12-31,01:44:15,5,91,0
19-12-31,01:44:30,5,91,0
19-12-31,01:44:45,5,91,0
19-12-31,01:45:00,5,91,0
19-12-31,01:45:15,5,91,0
19-12-31,01:45:30,5,91,0
19-12-31,01:45:45,5,91,0
19-12-31,01:46:00,5,91,0
19-12-31,01:46:15,5,91,0
19-12-31,01:46:30,5,90,0
19-12-31,01:46:45,5,90,0
19-12-31,01:47:00,5,90,0
19-12-31,01:47:15,5,90,0
19-12-31,01:47:30,5,90,0
19-12-31,01:47:45,5,90,0
19-12-31,01:48:00,5,90,0
19-12-31,01:48:15,5,90,0
19-12-31,01:48:30,5,90,0
19-12-31,01:48:45,5,90,0
19-12-31,01:49:00,5,90,0
19-12-31,01:49:15,5,90,0
19-12-31,01:49:30,5,90,0
19-12-31,01:49:45,5,90,0
19-12-31,01:50:00,5,90,0
19-12-31,01:50:15,5,90,0
19-12-31,01:50:30,5,90,0
19-12-31,01:50:45,5,90,0
19-12-31,01:51:00,5,90,0
19-12-31,01:51:15,5,90,0
19-12-31,01:51:30,5,90,0
19-12-31,01:51:45,5,90,0
19-12-31,01:52:00,5,90,0
19-12-31,01:52:15,5,90,0
19-12-31,01:52:30,5,90,0
19-12-31,01:52:45,5,90,0
19-12-31,01:53:00,5,90,0
19-12-31,01:53:15,5,90,0
19-12-31,01:53:30,5,90,0
19-12-31,01:53:45,5,90,0
19-12-31,01:54:00,5,90,0
19-12-31,01:54:15,5,91,0
19-12-31,01:54:30,5,91,0
19-12-31,01:54:45,5,91,0
19-12-31,01:55:00,5,91,0
19-12-31,01:55:15,5,91,0
19-12-31,01:55:30,5,91,0
19-12-31,01:55:45,5,91,0
19-12-31,01:56:00,5,91,0
19-12-31,01:56:15,5,91,0
19-12-31,01:56:30,5,91,0
19-12-31,01:56:45,5,91,0
19-12-31,01:57:00,5,91,0
19-12-31,01:57:15,5,91,0
19-12-31,01:57:30,5,91,0
19-12-31,01:57:45,5,91,0
19-12-31,01:58:00,5,91,0
19-12-31,01:58:15,5,91,0
19-12-31,01:58:30,5,91,0
19-12-31,01:58:45,5,91,0
19-12-31,01:59:00,5,91,0
19-12-31,01:59:15,5,90,0
19-12-31,01:59:30,5,90,0
19-12-31,01:59:45,5,90,0
19-12-31,02:00:00,5,90,0
19-12-31,02:00:15,5,90,0
19-12-31,02:00:30,5,90,0
19-12-31,02:00:45,5,90,0
19-12-31,02:01:00,5,91,0
19-12-31,02:01:15,5,91,0
19-12-31,02:01:30,5,91,0
19-12-31,02:01:45,5,91,0
19-12-31,02:02:00,5,91,0
19-12-31,02:02:15,5,91,0
19-12-31,02:02:30,5,91,0
19-12-31,02:02:45,5,91,0
19-12-31,02:03:00,5,91,0
19-12-31,02:03:15,5,91,0
19-12-31,02:03:30,5,91,0
19-12-31,02:03:45,5,91,0
19-12-31,02:04:00,5,91,0
19-12-31,02:04:15,5,91,0
19-12-31,02:04:30,5,91,0
19-12-31,02:04:45,5,91,0
19-12-31,02:05:00,5,91,0
19-12-31,02:05:15,5,91,0
19-12-31,02:05:30,5,91,0
19-12-31,02:05:45,5,91,0
19-12-31,02:06:00,5,91,0
19-12-31,02:06:15,5,91,0
19-12-31,02:06:30,5,91,0
19-12-31,02:06:45,5,91,0
19-12-31,02:07:00,5,91,0
19-12-31,02:07:15,5,91,0
19-12-31,02:07:30,5,91,0
19-12-31,02:07:45,5,91,0
19-12-31,02:08:00,5,91,0
19-12-31,02:08:15,5,91,0
19-12-31,02:08:30,5,91,0
19-12-31,02:08:45,5,91,0
19-12-31,02:09:00,5,91,0
19-12-31,02:09:15,5,91,0
19-12-31,02:09:30,5,91,0
19-12-31,02:09:45,5,91,0
19-12-31,02:10:00,5,91,0
19-12-31,02:10:15,5,90,0
19-12-31,02:10:30,5,91,0
19-12-31,02:10:45,5,91,0
19-12-31,02:11:00,5,91,0
19-12-31,02:11:15,5,91,0
19-12-31,02:11:30,5,91,0
19-12-31,02:11:45,5,90,0
19-12-31,02:12:00,5,91,0
19-12-31,02:12:15,5,91,0
19-12-31,02:12:30,5,91,0
19-12-31,02:12:45,5,91,0
19-12-31,02:13:00,5,90,0
19-12-31,02:13:15,5,90,0
19-12-31,02:13:30,5,90,0
19-12-31,02:13:45,5,90,0
19-12-31,02:14:00,5,91,0
19-12-31,02:14:15,5,91,0
19-12-31,02:14:30,5,91,0
19-12-31,02:14:45,5,91,0
19-12-31,02:15:00,5,90,0
19-12-31,02:15:15,5,90,0
19-12-31,02:15:30,5,90,0
19-12-31,02:15:45,5,90,0
19-12-31,02:16:00,5,90,0
19-12-31,02:16:15,5,90,0
19-12-31,02:16:30,5,90,0
19-12-31,02:16:45,5,90,0
19-12-31,02:17:00,5,90,0
19-12-31,02:17:15,5,90,0
19-12-31,02:17:30,5,90,0
19-12-31,02:17:45,5,90,0
19-12-31,02:18:00,5,90,0
19-12-31,02:18:15,5,90,0
19-12-31,02:18:30,5,91,0
19-12-31,02:18:45,5,91,0
19-12-31,02:19:00,5,91,0
19-12-31,02:19:15,5,91,0
19-12-31,02:19:30,5,91,0
19-12-31,02:19:45,5,91,0
19-12-31,02:20:00,5,91,0
19-12-31,02:20:15,5,91,0
19-12-31,02:20:30,5,91,0
19-12-31,02:20:45,5,91,0
19-12-31,02:21:00,5,91,0
19-12-31,02:21:15,5,91,0
19-12-31,02:21:30,5,91,0
19-12-31,02:21:45,5,91,0
19-12-31,02:22:00,5,91,0
19-12-31,02:22:15,5,91,0
19-12-31,02:22:30,5,91,0
19-12-31,02:22:45,5,91,0
19-12-31,02:23:00,5,91,0
19-12-31,02:23:15,5,91,0
19-12-31,02:23:30,5,91,0
19-12-31,02:23:45,5,91,0
19-12-31,02:24:00,5,91,0
19-12-31,02:24:15,5,91,0
19-12-31,02:24:30,5,91,0
19-12-31,02:24:45,5,91,0
19-12-31,02:25:00,5,91,0
19-12-31,02:25:15,5,91,0
19-12-31,02:25:30,5,91,0
19-12-31,02:25:45,5,91,0
19-12-31,02:26:00,5,91,0
19-12-31,02:26:15,5,91,0
19-12-31,02:26:30,5,91,0
19-12-31,02:26:45,5,91,0
19-12-31,02:27:00,5,92,0
19-12-31,02:27:15,5,92,0
19-12-31,02:27:30,5,92,0
19-12-31,02:27:45,5,92,0
19-12-31,02:28:00,5,92,0
19-12-31,02:28:15,5,92,0
19-12-31,02:28:30,5,92,0
19-12-31,02:28:45,5,92,0
19-12-31,02:29:00,5,92,0
19-12-31,02:29:15,5,92,0
19-12-31,02:29:30,5,92,0
19-12-31,02:29:45,5,92,0
19-12-31,02:30:00,5,92,0
19-12-31,02:30:15,5,92,0
19-12-31,02:30:30,5,92,0
19-12-31,02:30:45,5,91,0
19-12-31,02:31:00,5,91,0
19-12-31,02:31:15,5,91,0
19-12-31,02:31:30,5,91,0
19-12-31,02:31:45,5,91,0
19-12-31,02:32:00,5,91,0
19-12-31,02:32:15,5,91,0
19-12-31,02:32:30,5,91,0
19-12-31,02:32:45,5,91,0
19-12-31,02:33:00,5,91,0
19-12-31,02:33:15,5,91,0
19-12-31,02:33:30,5,91,0
19-12-31,02:33:45,5,91,0
19-12-31,02:34:00,5,91,0
19-12-31,02:34:15,5,91,0
19-12-31,02:34:30,6,91,0
19-12-31,02:34:45,6,90,0
19-12-31,02:35:00,6,90,0
19-12-31,02:35:15,6,90,0
19-12-31,02:35:30,6,90,0
19-12-31,02:35:45,6,90,0
19-12-31,02:36:00,6,90,0
19-12-31,02:36:15,6,90,0
19-12-31,02:36:30,6,90,0
19-12-31,02:36:45,6,90,0
19-12-31,02:37:00,6,90,0
19-12-31,02:37:15,6,90,0
19-12-31,02:37:30,6,90,0
19-12-31,02:37:45,6,90,0
19-12-31,02:38:00,6,90,0
19-12-31,02:38:15,6,90,0
19-12-31,02:38:30,6,90,0
19-12-31,02:38:45,6,90,0
19-12-31,02:39:00,5,90,0
19-12-31,02:39:15,5,89,0
19-12-31,02:39:30,5,90,0
19-12-31,02:39:45,5,90,0
19-12-31,02:40:00,5,90,0
19-12-31,02:40:15,5,90,0
19-12-31,02:40:45,5,91,0
19-12-31,02:41:00,5,90,0
19-12-31,02:41:15,5,90,0
19-12-31,02:41:30,5,90,0
19-12-31,02:41:45,5,90,0
19-12-31,02:42:00,5,90,0
19-12-31,02:42:15,5,90,0
19-12-31,02:42:30,5,90,0
19-12-31,02:42:45,6,90,0
19-12-31,02:43:00,6,90,0
19-12-31,02:43:15,6,90,0
19-12-31,02:43:30,5,90,0
19-12-31,02:43:45,5,90,0
19-12-31,02:44:00,5,90,0
19-12-31,02:44:15,5,90,0
19-12-31,02:44:30,5,90,0
19-12-31,02:44:45,5,90,0
19-12-31,02:45:00,5,90,0
19-12-31,02:45:15,6,91,0
19-12-31,02:45:30,6,91,0
19-12-31,02:45:45,6,90,0
19-12-31,02:46:00,6,90,0
19-12-31,02:46:15,6,90,0
19-12-31,02:46:30,6,90,0
19-12-31,02:46:45,6,90,0
19-12-31,02:47:00,6,90,0
19-12-31,02:47:15,6,90,0
19-12-31,02:47:30,6,90,0
19-12-31,02:47:45,6,90,0
19-12-31,02:48:00,6,90,0
19-12-31,02:48:15,6,90,0
19-12-31,02:48:30,6,90,0
19-12-31,02:48:45,6,89,0
19-12-31,02:49:00,6,89,0
19-12-31,02:49:15,6,89,0
19-12-31,02:49:30,6,89,0
19-12-31,02:49:45,6,89,0
19-12-31,02:50:00,6,89,0
19-12-31,02:50:15,6,89,0
19-12-31,02:50:30,6,89,0
19-12-31,02:50:45,6,89,0
19-12-31,02:51:00,6,89,0
19-12-31,02:51:15,6,89,0
19-12-31,02:51:30,6,89,0
19-12-31,02:51:45,6,89,0
19-12-31,02:52:00,6,89,0
19-12-31,02:52:15,6,89,0
19-12-31,02:52:30,6,89,0
19-12-31,02:52:45,6,89,0
19-12-31,02:53:00,6,89,0
19-12-31,02:53:15,6,89,0
19-12-31,02:53:30,6,89,0
19-12-31,02:53:45,6,88,0
19-12-31,02:54:00,6,88,0
19-12-31,02:54:15,6,88,0
19-12-31,02:54:30,6,88,0
19-12-31,02:54:45,6,87,0
19-12-31,02:55:00,6,87,0
19-12-31,02:55:15,6,88,0
19-12-31,02:55:30,6,88,0
19-12-31,02:55:45,6,88,0
19-12-31,02:56:00,6,88,0
19-12-31,02:56:15,6,89,0
19-12-31,02:56:30,6,89,0
19-12-31,02:56:45,6,89,0
19-12-31,02:57:00,6,89,0
19-12-31,02:57:15,6,89,0
19-12-31,02:57:30,6,89,0
19-12-31,02:57:45,6,89,0
19-12-31,02:58:00,6,89,0
19-12-31,02:58:15,6,89,0
19-12-31,02:58:30,6,89,0
19-12-31,02:58:45,6,89,0
19-12-31,02:59:00,5,89,0
19-12-31,02:59:15,5,89,0
19-12-31,02:59:30,5,89,0
19-12-31,02:59:45,5,89,0
19-12-31,03:00:00,5,90,0
19-12-31,03:00:15,5,90,0
19-12-31,03:00:30,5,90,0
19-12-31,03:00:45,5,90,0
19-12-31,03:01:00,5,90,0
19-12-31,03:01:15,5,90,0
19-12-31,03:01:30,5,90,0
19-12-31,03:01:45,5,90,0
19-12-31,03:02:00,5,91,0
19-12-31,03:02:15,6,91,0
19-12-31,03:02:30,6,91,0
19-12-31,03:02:45,6,90,0
19-12-31,03:03:00,6,90,0
19-12-31,03:03:15,6,90,0
19-12-31,03:03:30,6,90,0
19-12-31,03:03:45,6,90,0
19-12-31,03:04:00,6,89,0
19-12-31,03:04:15,6,89,0
19-12-31,03:04:30,6,89,0
19-12-31,03:04:45,5,89,0
19-12-31,03:05:00,5,89,0
19-12-31,03:05:15,5,89,0
19-12-31,03:05:30,5,89,0
19-12-31,03:05:45,5,89,0
19-12-31,03:06:00,5,89,0
19-12-31,03:06:15,5,89,0
19-12-31,03:06:30,5,90,0
19-12-31,03:06:45,5,90,0
19-12-31,03:07:00,5,90,0
19-12-31,03:07:15,5,90,0
19-12-31,03:07:30,5,91,0
19-12-31,03:07:45,5,91,0
19-12-31,03:08:00,5,91,0
19-12-31,03:08:15,5,91,0
19-12-31,03:08:30,5,91,0
19-12-31,03:08:45,5,91,0
19-12-31,03:09:00,5,91,0
19-12-31,03:09:15,5,91,0
19-12-31,03:09:30,5,90,0
19-12-31,03:09:45,5,90,0
19-12-31,03:10:00,5,90,0
19-12-31,03:10:15,5,90,0
19-12-31,03:10:30,5,90,0
19-12-31,03:10:45,5,90,0
19-12-31,03:11:00,6,90,0
19-12-31,03:11:15,6,90,0
19-12-31,03:11:30,6,90,0
19-12-31,03:11:45,6,90,0
19-12-31,03:12:00,6,89,0
19-12-31,03:12:15,6,89,0
19-12-31,03:12:30,5,89,0
19-12-31,03:12:45,5,89,0
19-12-31,03:13:00,5,89,0
19-12-31,03:13:15,5,89,0
19-12-31,03:13:30,5,89,0
19-12-31,03:13:45,5,89,0
19-12-31,03:14:00,5,89,0
19-12-31,03:14:15,5,89,0
19-12-31,03:14:30,5,89,0
